time,seconds_elapsed,z,y,x
1761508298847430000,0.107429931640625,0.028390812703967094,0.00028882687874138353,0.008177205508388578
1761508298857400800,0.11740087890625,0.023902269113063812,0.009996054966002702,0.0012738649938721209
1761508298867373000,0.127373046875,0.027046996879577637,0.0014149265655316412,0.004779032703768462
1761508298877344000,0.137343994140625,0.028395488879084586,-0.00380392232760787,0.006592639730684459
1761508298887316000,0.14731591796875,0.015977321332693098,0.0010470613675191997,0.0011579469966236501
1761508298897287000,0.157286865234375,0.03154021664559841,-0.006323229938466101,0.01052452668636106
1761508298907258000,0.167258056640625,0.031390579041838645,-0.004606507414765656,0.00999360728058964
1761508298917229800,0.177229736328125,0.022864742758870123,0.001956906221434474,0.0003637735447846353
1761508298927201000,0.187200927734375,0.018081015613675117,-0.0033112617061473427,-0.004728097100974992
1761508298937172000,0.197171875,0.020623101311922073,-0.004920797528326511,0.003379778631404042
1761508298947144000,0.20714404296875,0.032441549399495125,-0.0030424729684367774,0.0047400341339409345
1761508298957115000,0.217114990234375,0.026454876205325124,0.005346274665091187,-0.003960309332562611
1761508298967087000,0.227087158203125,0.02929799067676067,0.005214483245275914,-0.004023803022829816
1761508298977058000,0.23705810546875,0.02061667157113552,0.002913184032961726,0.0027070761347655205
1761508298987029000,0.247029052734375,0.02600537887215614,0.0012800664057955144,0.0030292572938371448
1761508298997001000,0.2570009765625,0.01912614075243473,0.005440930678602308,0.004659790238272399
1761508299006972200,0.26697216796875,0.027055764707922935,-0.00797002903111279,0.008235264971712604
1761508299016943900,0.27694384765625,0.02070610342025757,-0.00025435835355892773,0.006344336658576503
1761508299026915000,0.2869150390625,0.015192308434844017,0.006123012924939394,-0.0007166512362193315
1761508299036886000,0.296885986328125,0.01940846482515335,-0.0007214644086547196,-0.0005950889494735748
1761508299046858000,0.30685791015625,0.014781389546394347,0.004462367970030755,-0.006862433115392923
1761508299056829000,0.316828857421875,0.024971359649300574,0.00789097244553268,0.0036737292098347096
1761508299066799900,0.3267998046875,0.026627310162782667,-0.006615289953909814,0.01275735463919118
1761508299076772000,0.336772216796875,0.022907412856817244,0.0002745426250621676,0.007209155060676858
1761508299086742800,0.34674267578125,0.02842880662679672,-0.0028499826036393642,0.003596380524151027
1761508299096715000,0.356715087890625,0.01570493413209915,-0.0010696750581264496,-0.004324302073055878
1761508299106686000,0.36668603515625,0.022145196312665937,-0.0045572979781776666,0.006938530558906495
1761508299116657000,0.376656982421875,0.026328619477152822,0.004836041854321956,0.0009213617617730051
1761508299126628900,0.38662890625,0.020343699848651885,-0.0029317974018864333,-0.0000606898118276149
1761508299136600000,0.39660009765625,0.029492051944136618,-0.0017899156240746379,0.003720564026245847
1761508299146571500,0.406571533203125,0.015423779103159903,0.004458367648348212,-0.0009815309837926179
1761508299156542500,0.41654248046875,0.009445873737335204,0.0061290956058539445,0.0031700266045518216
1761508299166513400,0.426513427734375,0.023057634982466695,0.001639675232116133,0.006223030100157484
1761508299176485600,0.436485595703125,0.01930909610390663,-0.0016863821843639015,-0.003731660808995366
1761508299186456300,0.446456298828125,0.021700959676504133,-0.0000865275059826672,-0.0027986908078193665
1761508299196427300,0.45642724609375,0.02769114000201225,0.0035855486028827724,0.005281895058834925
1761508299206399500,0.4663994140625,0.02080313405394554,0.003751150960754603,0.0011717837257310747
1761508299216370400,0.476370361328125,0.024844518399238586,0.004499850436206907,-0.005215442226501181
1761508299226342400,0.48634228515625,0.01871697542965412,0.0026629721315577625,-0.0028360271435230967
1761508299236313300,0.496313232421875,0.021119360396265982,0.004998666803818196,-0.0004825776188634336
1761508299246284500,0.506284423828125,0.01962590696811676,0.0019372882055118678,0.0005107351342681795
1761508299256256300,0.51625634765625,0.0223123695731163,0.00039785847747698423,-0.01311172103481367
1761508299266227500,0.5262275390625,0.020815993535518645,-0.0021325550492852924,-0.0039447099046316
1761508299276199400,0.536199462890625,0.02246609883010387,0.006167199126537889,-0.007545328212482855
1761508299286170400,0.54617041015625,0.017529811471700667,-0.0019679025394842026,-0.005943171979160979
1761508299296141300,0.556141357421875,0.016328034466505048,0.0006452938999049365,-0.0024432558331172914
1761508299306113500,0.566113525390625,0.01288461601436138,0.003960720324516296,-0.009215553846489638
1761508299316084500,0.57608447265625,0.01692833844721317,0.0007768661240115762,-0.007701203760784119
1761508299326056400,0.586056396484375,0.015579846447706222,0.006233140502218157,-0.005431331733195111
1761508299336027400,0.59602734375,0.021406360644102094,0.0009879881240427494,0.002325858264835551
1761508299345998600,0.60599853515625,0.01736146916747093,0.0020049283479340375,-0.00021335048973560332
1761508299355970300,0.61597021484375,0.016164952859282492,0.005372614682745188,-0.001161645924206823
1761508299365941500,0.62594140625,0.024098083946108816,-0.0017904453470371662,-0.00011745236720889805
1761508299375913500,0.63591357421875,0.018864859467744827,0.0044364298111759124,-0.0014459884240757674
1761508299385884400,0.645884521484375,0.028289690417051313,0.004190802753344178,0.0014339326601009814
1761508299395855400,0.65585546875,0.018262801921367644,-0.0016063209517858921,0.002861800905596465
1761508299405827600,0.66582763671875,0.015123334851860999,-0.001464282132592052,-0.008329802254214883
1761508299415798500,0.675798583984375,0.02245440839231014,-0.006728668934199959,-0.00021800839854404328
1761508299425769500,0.68576953125,0.02200140392780304,-0.007405198222585022,0.0007143679475877433
1761508299435741400,0.695741455078125,0.01870879212319851,-0.002641344821639359,0.000029207828175276516
1761508299445712600,0.705712646484375,0.023646833047270773,-0.005271419330593198,-0.002886341691808775
1761508299455684400,0.715684326171875,0.014366379004716873,-0.008876531150471418,-0.002569138101954013
1761508299465655600,0.725655517578125,0.007784078004956245,0.001369626119080931,-0.00377286960221827
1761508299475626500,0.73562646484375,0.00808101512491703,-0.002299509114027023,-0.005082618760224432
1761508299485598500,0.745598388671875,0.01570668769776821,-0.0013369111595675348,-0.0005669405672233551
1761508299495569400,0.7555693359375,0.015102876585721969,-0.004215717998892069,0.009594241832615808
1761508299505541600,0.765541748046875,0.023328268617391585,-0.0010360467831604181,-0.0005473042849916965
1761508299515512600,0.7755126953125,0.023923896422982215,-0.00008062748815864324,-0.00002937222495675087
1761508299525483300,0.785483154296875,0.02107552125453949,0.001404880095552653,0.003129420599527657
1761508299535455500,0.79545556640625,0.026009470525383948,0.0012148739487864077,0.0017328425414394587
1761508299545426400,0.805426513671875,0.020179449197649954,-0.0003740209441632032,-0.002697614186676219
1761508299555398400,0.8153984375,0.02153027928471565,0.0006693688952364027,-0.0023193371925037355
1761508299565369300,0.825369384765625,0.028116087415814398,0.0039056291364133354,-0.0023617606952786446
1761508299575340500,0.835340576171875,0.023778934994339942,0.007017386215087026,0.002074075460853055
1761508299585312300,0.845312255859375,0.01809095248579979,-0.0002679119548760354,-0.004973742425115779
1761508299595283500,0.855283447265625,0.019137246668338773,0.0063888059879653155,0.0020395156041253357
1761508299605255400,0.86525537109375,0.027517537000775336,0.00829374456014484,-0.0007885382954962552
1761508299615226600,0.8752265625,0.019734628039598464,0.003824234463274479,0.004996557045122608
1761508299625197300,0.885197265625,0.01823649843633175,-0.006709927701111882,0.00006024228725582361
1761508299635169500,0.89516943359375,0.020933482435345648,0.0026696576006710526,0.00018905629869550466
1761508299645140500,0.905140380859375,0.010908932027220725,-0.000707527214847505,-0.0074055544156115495
1761508299655112400,0.915112548828125,0.019142507365345954,0.0037139242229051886,-0.003965149904461577
1761508299665083400,0.92508349609375,0.017948913666605948,0.0019480653278529643,0.007246363532217219
1761508299675054600,0.9350546875,0.02558627667725086,-0.0021747136905789373,0.004636820354638621
1761508299685026300,0.9450263671875,0.016312836897373197,0.0031382432268001136,-0.00399990155743435
1761508299694997500,0.95499755859375,0.016164952859282492,0.006668609310034662,-0.001635410048952326
1761508299704969500,0.964969482421875,0.019305004450678825,0.0014123692822642624,-0.0010793836013879626
1761508299714940700,0.974940673828125,0.01990472390949726,-0.00010457461932674049,0.0015941647231113164
1761508299724911400,0.984911376953125,0.01780979745686054,-0.0020769341382198036,-0.0037849710319656877
1761508299734883600,0.994883544921875,0.014369301614165305,0.006958934026118368,-0.0023860640194732696
1761508299744854500,1.0048544921875,0.023950784429907796,0.0011488229752518236,0.0037891540167387574
1761508299754826500,1.014826416015625,0.012581249153614044,0.004800038959179073,0.0011514624569099396
1761508299764797400,1.02479736328125,0.02290799737870693,-0.001981985863763839,-0.0004092201217077672
1761508299774768400,1.034768310546875,0.020514380240440368,0.0031321057469584045,0.0032671303034760056
1761508299784740400,1.044740234375,0.02200491105914116,0.0062817106179893015,0.005251098061772063
1761508299794711300,1.054711181640625,0.0124263508528471,-0.006973748002760112,0.004517386092897504
1761508299804683500,1.06468359375,0.020501520758867263,-0.0020822131015360355,0.001384430962568149
1761508299814654500,1.074654541015625,0.03202536981403827,-0.000019910276867449283,0.0014612407921347765
1761508299824625400,1.08462548828125,0.025744682109355925,-0.0003274601223878562,-0.0013083061195909977
1761508299834597400,1.094597412109375,0.01407587162554264,-0.0028359175456687804,0.003460040793381631
1761508299844568600,1.104568603515625,0.012425766330957412,-0.00041787835219874976,0.00003185644298791885
1761508299854540300,1.114540283203125,0.022457915523648262,-0.002664068110100925,-0.0015331826503388582
1761508299864511500,1.124511474609375,0.015579261925816535,-0.0016654124615713953,0.003520228281710297
1761508299874482400,1.134482421875,0.019464578926563263,-0.0015927490841597318,0.0014934534281492232
1761508299884454400,1.144454345703125,0.019014497071504592,-0.002571567521058023,-0.003025247839000076
1761508299894425300,1.15442529296875,0.02110942352414131,-0.002076093888003379,-0.005631439148867503
1761508299904396500,1.164396484375,0.015274141499400137,0.004073112924117594,-0.002564772454090416
1761508299914368500,1.174368408203125,0.016321604725718496,-0.0007205328268930316,-0.00017912855972535908
1761508299924339500,1.18433935546875,0.02170855846107006,0.0017300203966908155,-0.0014276581829413772
1761508299934311400,1.1943115234375,0.01227905133664608,-0.00937987756272778,-0.0011443933953065426
1761508299944282600,1.20428271484375,0.009288052827119827,0.002319802983384579,0.001686756643699482
1761508299954253300,1.21425341796875,0.020658757147192952,0.002632759656384587,0.004475903305038809
1761508299964225500,1.2242255859375,0.008386720073223114,-0.00464413601141423,-0.00175560236251913
1761508299974196500,1.234196533203125,0.023348142361640928,0.003307096987683326,0.000327816315414384
1761508299984168400,1.24416845703125,0.02634089443683624,-0.0007483341492712497,-0.0004008906847797334
1761508299994139400,1.254139404296875,0.01870996116697788,0.002544259389024228,0.0017932948912493883
1761508300004110300,1.2641103515625,0.01915712041258812,0.00554672914063558,0.0041494295633398
1761508300014082300,1.274082275390625,0.009726444244384765,-0.002014280698169023,-0.0027324845706578342
1761508300024053200,1.28405322265625,0.021250877821445465,-0.0035581126066856084,-0.008007054839562624
1761508300034025500,1.294025390625,0.01870879212319851,-0.005389419687073678,0.00181983583830297
1761508300043996400,1.303996337890625,0.016761165186762808,-0.0012554799538105725,0.004512298925826326
1761508300053967400,1.31396728515625,0.018259879311919212,-0.00016196736237034202,0.000008110241219401359
1761508300063939300,1.323939208984375,0.02499415600299835,0.0020824505635537206,-0.0013743479599710553
1761508300073910500,1.33391064453125,0.021856442499160765,0.0003114953682757914,-0.002098789777001366
1761508300083882500,1.343882568359375,0.021861118674278257,0.003160400259681046,-0.002830282389326021
1761508300093853400,1.353853515625,0.029042554610967636,0.0017046302271075545,0.00422362731071189
1761508300103824400,1.363824462890625,0.022457331001758573,0.004623659478966147,-0.004576285806437954
1761508300113796400,1.37379638671875,0.011684008052945137,0.0003757014445960521,0.006255617195507511
1761508300123767300,1.383767333984375,0.018421791875362394,-0.0034710553777404125,-0.007651455468079074
1761508300133739500,1.393739501953125,0.017974048107862472,0.0019897125124931333,-0.00045068464325740933
1761508300143710500,1.40371044921875,0.031740123131871224,-0.002301883734203875,0.0019230496176052838
1761508300153682200,1.41368212890625,0.028746786534786222,-0.007168923514988273,-0.005447122957371175
1761508300163654100,1.423654052734375,0.020516133806109428,-0.0015168891026638447,-0.0010463398483116179
1761508300173625300,1.433625244140625,0.0067477206945419305,-0.00034433819195255636,-0.0019739030220080164
1761508300183597000,1.44359716796875,0.012581249153614044,-0.0019176336569711565,-0.001477607405046001
1761508300193568300,1.453568359375,0.0179641112357378,0.001423073339369148,0.0021008173373062164
